nctid,stop_date,stop_status,restart_date,restart_status,why_stopped,covid19_explicit,restart_expected
NCT03486288,2021-05-26,Terminated,NA,NA,"Recruitment delayed because of Sars-CoV-2 pandemic, elective surgery stopped, funding for undefinite extension not available",TRUE,FALSE
NCT04293120,2021-05-26,Terminated,NA,NA,COVID restrictions prevented recruitmetn,TRUE,FALSE
NCT04384900,2021-05-26,Withdrawn,NA,NA,Primary investigators,FALSE,NA
NCT04401683,2021-05-26,Withdrawn,NA,NA,COVID-19 pandemic,TRUE,FALSE
NCT04483635,2021-05-26,Terminated,NA,NA,"A premature discontinuation was recommended by the Data Safety Monitoring Board and agreed upon by the principal investigator, because the significantly lower recruitment than planned, in the context of mass vaccination of the target population.",FALSE,NA
NCT01981044,2021-05-27,Terminated,NA,NA,Difficulty accruing patients; business decision,FALSE,NA
NCT03436953,2021-05-27,Withdrawn,NA,NA,The program was not initiated nor were any patients ever enrolled. The investigations detailed in the submitted protocol were incorporated into another program.,FALSE,NA
NCT03555851,2021-05-27,Suspended,NA,NA,Temporary suspension due to limited resources,FALSE,NA
NCT03582085,2021-05-27,Suspended,NA,NA,No funding at the current time.,FALSE,NA
NCT03857841,2021-05-27,Terminated,NA,NA,The study was discontinued due to a business decision; no safety concerns were noted.,FALSE,NA
NCT03921216,2021-05-27,Suspended,NA,NA,Covid19,TRUE,FALSE
NCT03938337,2021-05-27,Terminated,NA,NA,"Sponsor terminated study due to higher incidence of pulmonary toxicity than expected, including death",FALSE,NA
NCT04043455,2021-05-27,Terminated,NA,NA,Business Decision,FALSE,NA
NCT04060407,2021-05-27,Withdrawn,NA,NA,Business Reasons,FALSE,NA
NCT04349605,2021-05-27,Withdrawn,NA,NA,Withdrawn given new information indicating a new study design would be preferable,FALSE,NA
NCT04482712,2021-05-27,Withdrawn,NA,NA,"The study was never submitted to IRB or approved, due to feasibility issues",FALSE,NA
NCT04493229,2021-05-27,Withdrawn,NA,NA,study team decided not to proceed with project,FALSE,NA
NCT04698993,2021-05-27,Terminated,NA,NA,poor recruitment,FALSE,NA
NCT02128230,2021-05-28,Terminated,NA,NA,Low enrollment and Futility as determined by Amgen's Carfilzomib NASCR program.,FALSE,NA
NCT03372733,2021-05-28,Suspended,2022-02-02,Recruiting,awaiting for new study supplements,FALSE,NA
NCT04371978,2021-05-28,Terminated,NA,NA,End of COVID-19 outbreak in Israel,FALSE,NA
NCT04395105,2021-05-28,Terminated,NA,NA,Low rate of recruitment,FALSE,NA
NCT04625218,2021-05-28,Suspended,NA,NA,Hydroxychloroquine is not yet used for the Treatment of SARS-CoV2 (COVID 19),FALSE,NA
NCT04451174,2021-05-30,Terminated,NA,NA,Corticosteroid use approval,FALSE,NA
NCT04762901,2021-05-30,Withdrawn,NA,NA,Funding was terminated.,FALSE,NA
NCT03835104,2021-05-31,Terminated,NA,NA,Covid pandemic caused recruitment to stop,TRUE,FALSE
NCT04586998,2021-05-31,Withdrawn,NA,NA,Business decision,FALSE,NA
NCT04793997,2021-05-31,Suspended,NA,NA,"Based on feedback from our study participants on the taste, spray optimization is necessary",FALSE,NA
NCT00914628,2021-06-01,Terminated,NA,NA,"EMA withdrew the marketing Authorisation at the request of AGC Biologics S.p.A (formerly MolMed S.p.A), which decided to permanently discontinue the marketing of the product for commercial reasons",FALSE,NA
NCT01716039,2021-06-01,Terminated,NA,NA,Unable to achieve recruitment target.,FALSE,NA
NCT02466971,2021-06-01,Suspended,2021-09-02,Recruiting,Drug Supply Issues,FALSE,NA
NCT02781506,2021-06-01,Terminated,NA,NA,"Since the treatment landscape for metastatic kidney cancer changed, patients were not becoming eligible for this trial and therefore, the trial was terminated.",FALSE,NA
NCT02906020,2021-06-01,Terminated,NA,NA,"The topline results of the 52-week double-blind placebo-controlled period were analyzed. The study did not meet the primary or secondary endpoints. Based on these results, the decision was made to halt the long-term follow-up period of the study.",FALSE,NA
NCT03065790,2021-06-01,Terminated,NA,NA,Adequate recruitment was not reached to continue the study.,FALSE,NA
NCT03080792,2021-06-01,Terminated,NA,NA,Recruitment difficult,FALSE,NA
NCT03188653,2021-06-01,Terminated,NA,NA,Investigator left university,FALSE,NA
NCT03198390,2021-06-01,Terminated,NA,NA,Investigator left university,FALSE,NA
NCT03618992,2021-06-01,Terminated,NA,NA,Investigator left university,FALSE,NA
NCT03921177,2021-06-01,Terminated,NA,NA,Extended COVID-19 restrictions on field research and limited funding,TRUE,FALSE
NCT03938441,2021-06-01,Terminated,NA,NA,Slow enrollment and PI Graduating Residency in June 2021.,FALSE,NA
NCT04001855,2021-06-01,Terminated,NA,NA,Investigator left university,FALSE,NA
NCT04241913,2021-06-01,Withdrawn,NA,NA,"Due to COVID-19 and pandemic-related mitigation strategies, we were forced to alter procedures prior to the enrolling of participants into this trial. We will submit a new protocol for our adapted trial, launching at a later date.",TRUE,FALSE
NCT04264806,2021-06-01,Withdrawn,NA,NA,The cusatuzumab MDS strategy is under revision,FALSE,NA
NCT04269252,2021-06-01,Terminated,NA,NA,Recruitment challenges due to COVID,TRUE,FALSE
NCT04584710,2021-06-01,Terminated,NA,NA,Insufficient accrual rate,FALSE,NA
NCT02490397,2021-06-02,Terminated,NA,NA,not enough participants,FALSE,NA
NCT02572856,2021-06-02,Suspended,NA,NA,COVID-19 has temporarily halted our ability to enroll for this study.,TRUE,FALSE
NCT02784418,2021-06-02,Withdrawn,NA,NA,Funding issues due to the pandemic,TRUE,FALSE
NCT02908490,2021-06-02,Terminated,NA,NA,"Slow recruitment, lack of continued funding",FALSE,NA
NCT03311750,2021-06-02,Terminated,NA,NA,It was considered that the recruitment of the remaining 10 patients required of the trial will not be possible soon.,FALSE,NA
NCT03322371,2021-06-02,Terminated,NA,NA,Difficulty analyzing PSG data,FALSE,NA
NCT03525392,2021-06-02,Terminated,NA,NA,"Due to agreement to transfer rights for IPN01087 to an external partner, not due to safety concerns",FALSE,NA
NCT03557944,2021-06-02,Suspended,NA,NA,COVID-19 protocols have curtailed recruitment. We anticipate resuming the study when safe to do so.,TRUE,TRUE
NCT03897270,2021-06-02,Suspended,2022-03-25,Recruiting,Translating system to 2nd generation,FALSE,NA
NCT03927924,2021-06-02,Terminated,NA,NA,due to funding,FALSE,NA
NCT04055896,2021-06-02,Terminated,NA,NA,COVID-19 precautions precluded recruitment in long-term care facilities,TRUE,FALSE
NCT04189601,2021-06-02,Withdrawn,NA,NA,Principal Investigator Dr. Thomas Barbour passed away.,FALSE,NA
NCT04340934,2021-06-02,Terminated,NA,NA,Due to funding,FALSE,NA
NCT04501952,2021-06-02,Terminated,NA,NA,The study was terminated due to study enrollment feasibility and changing needs of non-hospitalized patients. This decision is not based on efficacy or safety concerns.,FALSE,NA
NCT04570995,2021-06-02,Terminated,NA,NA,Sponsor unable to send smaller necessary capsules,FALSE,NA
NCT04731259,2021-06-02,Suspended,NA,NA,Business reasons.,FALSE,NA
NCT04770467,2021-06-02,Withdrawn,NA,NA,The study will no longer move forward due to recent changes in COVID-19 cases in Hong Kong.,FALSE,NA
NCT01028105,2021-06-03,Terminated,NA,NA,"Enrollment did not reach power, therefore study was administratively closed in 2013",FALSE,NA
NCT02202434,2021-06-03,Terminated,NA,NA,RCT/Roll-in completed. CAS/21mm/Nested Registry terminated (investigational device is no longer available),FALSE,NA
NCT03028571,2021-06-03,Withdrawn,NA,NA,The investigators decided not to perform the study. No participants have been enrolled.,FALSE,NA
NCT03041324,2021-06-03,Terminated,NA,NA,All nine subjects dosed in the study have rolled over to the Long-Term Follow-up Study IVPRP-LT01 [NCT04628871],FALSE,NA
NCT03720483,2021-06-03,Withdrawn,NA,NA,The study encountered challenges during startup due to the COVID-19 epidemic and was withdrawn.,TRUE,FALSE
NCT03728907,2021-06-03,Withdrawn,NA,NA,We did not receive the equipment from our subcontractor in a time frame that would allow us to complete the study.,FALSE,NA
NCT03779659,2021-06-03,Withdrawn,NA,NA,"Prior to IRB submission, Covid-19 related logistical and personnel issues led to the decision to not move forward with this research.",TRUE,FALSE
NCT03923257,2021-06-03,Withdrawn,NA,NA,competing clinical trial opening,FALSE,NA
NCT04004156,2021-06-03,Terminated,2021-07-13,"Active, not recruiting",CE mark granted,FALSE,NA
NCT04033562,2021-06-03,Terminated,NA,NA,limited enrollment and unable to enroll subjects to reach statistical significance,FALSE,NA
NCT04094077,2021-06-03,Terminated,NA,NA,Study stopped after a negative result delivred by the CPP for a substancial modification of the protocol,FALSE,NA
NCT04141098,2021-06-03,Terminated,2021-07-13,"Active, not recruiting",CE mark granted,FALSE,NA
NCT04418219,2021-06-03,Withdrawn,NA,NA,Funding Discontinued,FALSE,NA
NCT04913974,2021-06-03,Withdrawn,NA,NA,Surgeons unhappy with the outcome from pre-study implants,FALSE,NA
NCT00978874,2021-06-04,Terminated,NA,NA,The PI is no longer with our institution,FALSE,NA
NCT02261688,2021-06-04,Terminated,NA,NA,Lack of funds,FALSE,NA
NCT03208127,2021-06-04,Terminated,NA,NA,"Protocol transitioned to standard of care, no funding available to continue support of research work or data analysis",FALSE,NA
NCT03318523,2021-06-04,Terminated,NA,NA,SPARK did not meet it's primary outcome measure for year 1 and failed to meet secondary outcome measures resulting in the development of BIIB054 (cinpanemab) for Parkinson's disease to be discontinued and SPARK study was closed.,FALSE,NA
NCT03437031,2021-06-04,Terminated,NA,NA,Problems with recruitment,FALSE,NA
NCT03478163,2021-06-04,Terminated,NA,NA,Problems with recruitment,FALSE,NA
NCT03691532,2021-06-04,Suspended,NA,NA,COVID-19 mitigation,TRUE,FALSE
NCT04341285,2021-06-04,Withdrawn,NA,NA,study protocol was changed to include non-COVID patients and registered under a different ID,FALSE,NA
NCT04477525,2021-06-04,Withdrawn,NA,NA,PI changed hospital center,FALSE,NA
NCT04607772,2021-06-04,Suspended,NA,NA,Sponsor decision,FALSE,NA
NCT04758052,2021-06-05,Withdrawn,NA,NA,Principal Investigator change in institution,FALSE,NA
NCT03347487,2021-06-06,Terminated,NA,NA,7 patients were included in this study which aimed for 13 participants. Preliminary data were sufficient for developing further study.,FALSE,NA
NCT04135547,2021-06-06,Suspended,NA,NA,"COVID-19 pandemic in the studied city. Suspended since June, 2021.",TRUE,FALSE
NCT03203304,2021-06-07,Terminated,NA,NA,Study stopped due to poor accrual.,FALSE,NA
NCT03308851,2021-06-07,Terminated,NA,NA,Due to difficulties related to COVID,TRUE,FALSE
NCT03473288,2021-06-07,Withdrawn,NA,NA,No enrollment due to COVID restrictions and funding issues,TRUE,FALSE
NCT03520985,2021-06-07,Terminated,NA,NA,Feasibility (low patient accrual and financial reasons),FALSE,NA
NCT03813979,2021-06-07,Withdrawn,NA,NA,difficult recruitment and delay due to COVID19,TRUE,FALSE
NCT04081480,2021-06-07,Terminated,NA,NA,"Interim analysis showed positive results, it was difficult to include patients and also the fact that the grant for this project has ended, we have decided to complete the study before we had included the total number of 16 patients.",FALSE,NA
NCT04176315,2021-06-07,Terminated,NA,NA,COVID-19,TRUE,FALSE
NCT04247282,2021-06-07,Suspended,2021-12-03,"Active, not recruiting",Study paused,FALSE,NA
NCT04341935,2021-06-07,Withdrawn,NA,NA,Logistical challenges amid COVID-19 pandemic and lack of financial support,TRUE,FALSE
NCT04486846,2021-06-07,Withdrawn,NA,NA,Principal Investigator left Duke University,FALSE,NA
NCT04605588,2021-06-07,Terminated,NA,NA,Lack of participants willing to enroll,FALSE,NA
NCT04651153,2021-06-07,Suspended,2021-09-20,Recruiting,The sponsor has temporarily halted the study for further evaluation,FALSE,NA
NCT02264236,2021-06-08,Withdrawn,NA,NA,Inability to enroll subjects under current iteration of the protocol,FALSE,NA
NCT02271594,2021-06-08,Terminated,NA,NA,NA,FALSE,NA
NCT02900222,2021-06-08,Terminated,NA,NA,Resources no longer available,FALSE,NA
NCT03049215,2021-06-08,Terminated,NA,NA,Study terminated due to low/difficulty enrollment,FALSE,NA
NCT03641313,2021-06-08,Suspended,2021-06-23,Recruiting,Scheduled Interim Monitoring,FALSE,NA
NCT04013698,2021-06-08,Withdrawn,NA,NA,"Due to the COVID epidemics, starting with patient recruitement was not possible.",TRUE,FALSE
NCT04137887,2021-06-08,Suspended,NA,NA,Enrollment suspended due to the COVID-19 pandemic,TRUE,FALSE
NCT04235218,2021-06-08,Withdrawn,NA,NA,Corona pandemic,TRUE,FALSE
NCT04239482,2021-06-08,Terminated,NA,NA,Due to covid-19 pandemic,TRUE,FALSE
NCT04526717,2021-06-08,Withdrawn,NA,NA,Study was determined not to initiate.,FALSE,NA
NCT04918966,2021-06-08,Suspended,2021-07-06,Recruiting,Unable to use study devices due to changes in emergency department during the COVID-19 pandemic.,TRUE,FALSE
NCT02562534,2021-06-09,Terminated,NA,NA,There was sufficient data to verify the primary endpoint,FALSE,NA
NCT02888548,2021-06-09,Terminated,NA,NA,unsuitable method,FALSE,NA
NCT02952066,2021-06-09,Withdrawn,NA,NA,"Prior to any participant enrollment, the PI opted to not move forward with the study.",FALSE,NA
NCT03367494,2021-06-09,Suspended,NA,NA,Investigator Decision,FALSE,NA
NCT03567616,2021-06-09,Terminated,NA,NA,"Following results of the primary progression-free survival analysis from Study NCT02755597, company-sponsored MM studies were placed on partial clinical hold (PCH). Sponsor did not pursue release of the PCH for this study.",FALSE,NA
NCT03647696,2021-06-09,Withdrawn,NA,NA,Principal Investigator left institution and took the study them.,FALSE,NA
NCT03892811,2021-06-09,Withdrawn,NA,NA,IRB protocol was not approved by Boston Children's Hospital,FALSE,NA
NCT03911336,2021-06-09,Suspended,NA,NA,Decided not to proceed,FALSE,NA
NCT03947762,2021-06-09,Terminated,NA,NA,Low enrollment,FALSE,NA
NCT04085848,2021-06-09,Suspended,NA,NA,COVID pandemy,TRUE,FALSE
NCT04253223,2021-06-09,Terminated,NA,NA,poor accrual,FALSE,NA
NCT04274803,2021-06-09,Withdrawn,NA,NA,no patient enrolled,FALSE,NA
NCT04487808,2021-06-09,Withdrawn,NA,NA,The study did not enroll any subjects. It was never started because of the Covid pandemic.,TRUE,FALSE
NCT04496557,2021-06-09,Withdrawn,NA,NA,The investigators received funding for a near-identical FDA regulated trial before opening this study to enrollment - the IRB requested closure of the unfunded pilot trial to create a new submission.,FALSE,NA
NCT04581525,2021-06-09,Terminated,NA,NA,Insufficient staff to carry out study,FALSE,NA
NCT04708236,2021-06-09,Withdrawn,NA,NA,recruitment,FALSE,NA
NCT01067430,2021-06-10,Withdrawn,NA,NA,NA,FALSE,NA
NCT02386241,2021-06-10,Terminated,NA,NA,PI departure without replacement,FALSE,NA
NCT02631148,2021-06-10,Terminated,NA,NA,"International shortage of the chemical para-aminohippuric acid (PAH) due to manufacturing changes, led to inability to perform key measurements to meet trial objectives",FALSE,NA
NCT02840084,2021-06-10,Terminated,NA,NA,adverse event,FALSE,NA
NCT03566485,2021-06-10,Terminated,NA,NA,Low accrual/Loss of funding,FALSE,NA
NCT03586544,2021-06-10,Terminated,NA,NA,The study was halted prematurely due to COVID 19.,TRUE,FALSE
NCT03638947,2021-06-10,Terminated,NA,NA,Intermediate analysis produced strong enough results that full study not needed.,FALSE,NA
NCT03710005,2021-06-10,Suspended,NA,NA,Suspended,FALSE,NA
NCT04131634,2021-06-10,Terminated,NA,NA,"The trial has terminated due to changes in standard of care since its activation, which has led to poor accrual.",FALSE,NA
NCT04429204,2021-06-10,Withdrawn,NA,NA,The study was not opened,FALSE,NA
NCT04449705,2021-06-10,Withdrawn,NA,NA,Hospital didn't use perioperative infection control bundle so study wasn't applicable.,FALSE,NA
NCT04929340,2021-06-10,Suspended,NA,NA,recruitment on hold since spring 2020 due to Covid-19 pandemic,TRUE,TRUE
NCT03110354,2021-06-11,Terminated,NA,NA,This study was terminated due to slow accrual.,FALSE,NA
NCT03488251,2021-06-11,Terminated,NA,NA,Sponsor decision,FALSE,NA
NCT03645395,2021-06-11,Terminated,NA,NA,Sponsor decision,FALSE,NA
NCT03851406,2021-06-11,Suspended,2022-04-21,Enrolling by invitation,This study was suspended due to Covid and will resume once it is determined to be safe to resume intentional exposures.,TRUE,TRUE
NCT03905343,2021-06-11,Terminated,NA,NA,Feasibility (low patient accrual and financial reasons),FALSE,NA
NCT04109807,2021-06-11,Suspended,NA,NA,Enrollment for this study was stopped due to Covid and will resume once it is determined acceptable to do inhalational challenges.,TRUE,TRUE
NCT04330248,2021-06-11,Suspended,2022-01-21,Recruiting,Study suspended because the required DNA results were not available from vendor prior to dosing due to Covid pandemic. Site has re-scheduled study for Jan 2022,TRUE,TRUE
