nctid,why_stopped,covid19_explicit,restart_expected
NCT04243031,Business Decision,FALSE,NA
NCT04306783,Investigator is leaving the university,FALSE,NA
NCT04360512,Suspended due to the covid-19 pandemic.,TRUE,FALSE
NCT04532554,No participants enrolled,FALSE,NA
NCT02153684,Temporarily suspended due to COVID-19,TRUE,TRUE
NCT02844855,failure to recruit 83/99,FALSE,NA
NCT02925364,Slow recruitment,FALSE,NA
NCT02952573,Low patient accrual,FALSE,NA
NCT03017287,NA,FALSE,NA
NCT03018756,Temporarily suspended due to COVID-19,TRUE,TRUE
NCT03224975,failure to recruit,FALSE,NA
NCT03357692,no enough patients have been enrolled,FALSE,NA
NCT03405090,Temporarily suspended due to COVID-19,TRUE,TRUE
NCT03604991,Scheduled Interim Monitoring,FALSE,NA
NCT03767829,The sponsor decided not to proceed with Part B for business reasons.,FALSE,NA
NCT03769961,Low enrollment,FALSE,NA
NCT03786367,Temporarily suspended due to COVID-19,TRUE,TRUE
NCT03790774,"Due to COVID-19 concerns and restrictions in our at-risk population, interactions were halted.",TRUE,FALSE
NCT03824535,Suspended Due to Covid-19,TRUE,FALSE
NCT03957096,Sponsor decision based on portfolio prioritization,FALSE,NA
NCT04077385,PI resigned from faculty position and K23 award was terminated early,FALSE,NA
NCT04098016,Aim 1 enrollment and study activities have been completed. Aim 2 start date is now anticipated for 01/11/2021.,FALSE,NA
NCT04239222,Study suspended due to COVID 19,TRUE,FALSE
NCT00226746,NA,FALSE,NA
NCT02033278,"Low recruitment rate, bibliographic evidence of lack of efficacy",FALSE,NA
NCT02395237,NA,FALSE,NA
NCT02972281,deficient inclusions,FALSE,NA
NCT03311568,"Researcher has quit. Question still unanswered. A related study (observational, not to be registered) has started recently.",FALSE,NA
NCT03384238,Interim Analysis,FALSE,NA
NCT03517696,Study IRB approval expired,FALSE,NA
NCT03551535,Study IRB approval expired,FALSE,NA
NCT03704285,Outbreak COVID 19,TRUE,FALSE
NCT03705338,Outbreak COVID 19,TRUE,FALSE
NCT03855683,Social distancing regulations related to COVID19.,TRUE,FALSE
NCT00894751,low enrollment and high participant withdraw,FALSE,NA
NCT01658852,Because of difficulties on recruiting participants,FALSE,NA
NCT02920190,Lack of funds to cover the costs of the study medications,FALSE,NA
NCT03867708,No participants found,FALSE,NA
NCT03960242,Temporary halt of the trial due to COVID-19 crisis related delays,TRUE,FALSE
NCT04145193,Study withdrawn prior to enrollment due to changing standard of care landscape.,FALSE,NA
NCT04220476,Initiating a new study with revised Statistics.,FALSE,NA
NCT01007136,Funding limit reached due to slower then anticipated recruitment.,FALSE,NA
NCT02285179,Inclusion stopped due to COVID-19,TRUE,FALSE
NCT02301000,Slow recruitment in pilot phase. A follow-up trial is launched (NCT03796650).,FALSE,NA
NCT02488278,NA,FALSE,NA
NCT02943447,The study was terminated because of the availability of alternate therapies for primary biliary cholangitis (PBC).,FALSE,NA
NCT03021252,Because of the SARS-COV2 pandemic. Recruitment stopped at 48 patients,TRUE,FALSE
NCT03059407,"Due to COVID-19, the study has been put on hold.",TRUE,TRUE
NCT03332355,Business Reasons,FALSE,NA
NCT03362021,Primary investigator transferred in another hospital; ongoing pandemic;,FALSE,NA
NCT03473665,Slow recruitment,FALSE,NA
NCT03689985,Due to the company's intent to conduct a new study under a different protocol with the smART+ System which is a more advanced version of the smART System,FALSE,NA
NCT03721796,study design changed due to COVID-19,TRUE,FALSE
NCT03896334,The study is suspended because of the COVID-19 pandemic,TRUE,FALSE
NCT04044950,The study was closed due to investigator discretion based on the lack of ability to recruit patients and research goals of the program.,FALSE,NA
NCT04421664,Request of Health Canada after publication of https://doi.org/10.7326/M20-4207,FALSE,NA
NCT04428918,The study was closed due to investigator discretion based on the lack of ability to recruit patients and research goals of the program.,FALSE,NA
NCT04558580,NA,FALSE,NA
NCT04558892,The primary objectives were achieved.,FALSE,NA
NCT01663766,"PIs agreed no safety signals were shown, drug did not appear to lessen the risk of preventing GVHD no further patients would be enrolled",FALSE,NA
NCT01799889,Sponsor's decision to discontinue development of entospletinib.,FALSE,NA
NCT02161679,FDA asked to administratively split from IND115621- to open a new IND you need to file a protocol we only drafted it to get the IND open - never initiated,FALSE,NA
NCT02548494,Project terminated due to insufficient resources for recruitment.,FALSE,NA
NCT02826655,lack of funding,FALSE,NA
NCT03121079,there was almost no patient would enroll in this study.,FALSE,NA
NCT03304184,COVID,TRUE,FALSE
NCT03379558,(due to change in the post-marketing requirement to assess alirocumab during pregnancy),FALSE,NA
NCT03486002,Access to the devices was halted by the sponsor,FALSE,NA
NCT03626623,Sponsor Discretion,FALSE,NA
NCT03712930,Sponsor's decision to revisit the development approach for prostate cancer.,FALSE,NA
NCT03793712,Lack of efficacy based on interim analysis,FALSE,NA
NCT03929497,Lack of efficacy based on the interim analysis in the 17972A study,FALSE,NA
NCT03932656,Funding issues,FALSE,NA
NCT04018508,COVID19 pandemic closed in-person clinics temporarily,TRUE,TRUE
NCT04293978,Recruitment and intervention provision paused due to COVID-19 situation. Planned to resume.,TRUE,TRUE
NCT04343690,"Study Ended May 1, 2020 with no enrollment",FALSE,NA
NCT00536939,Study has been terminated due to slow enrollment,FALSE,NA
NCT03409341,No enrollment,FALSE,NA
NCT03673566,Business pivot caused termination of study before enrollment.,FALSE,NA
NCT03673579,Business pivot caused termination of study before enrollment.,FALSE,NA
NCT03791541,Pilot study results not meaningful. Students researchers graduated.,FALSE,NA
NCT04039568,COVID-19 Pandemic. Update in-process.,TRUE,FALSE
NCT04202471,COVID-19 pandemic,TRUE,FALSE
NCT04563728,Covid-19,TRUE,FALSE
NCT03292835,Political Issues in Algeria and now Covod-19 lock-down,TRUE,FALSE
NCT03391856,protocol changed,FALSE,NA
NCT03698747,PI left organization,FALSE,NA
NCT03925428,Other - Protocol moved to Disapproved,FALSE,NA
NCT04116359,Other - Protocol moved to Disapproved,FALSE,NA
NCT04153071,Per Investigator and sponsor decision,FALSE,NA
NCT04206800,Difficulty in enrolling participants,FALSE,NA
NCT04236037,"It is unrealistic to succeed with sufficient inclusion within the timeframe of the study, why it is terminated.",FALSE,NA
NCT01831596,"The study was terminated by Spiracur. Efforts were made to contact the PI/study team members, but were unsuccessful.",FALSE,NA
NCT02267772,Difficulties in recruitment,FALSE,NA
NCT02300961,Covid-19,TRUE,FALSE
NCT02563015,Covid19 pandemic prevented continuation of study visits,TRUE,FALSE
NCT02858466,failure to recruit,FALSE,NA
NCT02858479,failure to recruit,FALSE,NA
NCT03151772,Problems with including patients,FALSE,NA
NCT03435042,Recruitment and organisational difficulties,FALSE,NA
NCT03839277,One investigator is out-of-service due to carrying out another task.,FALSE,NA
NCT03888534,Business decision (no safety or efficacy concerns),FALSE,NA
NCT04042623,Business reasons,FALSE,NA
NCT04233359,To few patients recruited to allow for study completion within ph.d. project.,FALSE,NA
NCT04275128,Insurance companies no longer cover this procedure,FALSE,NA
NCT04358081,low enrollment,FALSE,NA
NCT04537143,Funding for staff no longer available,FALSE,NA
NCT00213720,recruitment difficulties,FALSE,NA
NCT00843531,Low Accrual,FALSE,NA
NCT01675154,Due to unavailability of the drug.,FALSE,NA
NCT02240706,NA,FALSE,NA
NCT02283905,Poor enrollment numbers of patients,FALSE,NA
NCT02505087,NA,FALSE,NA
NCT03843476,Requested by surgeons to pursue new study,FALSE,NA
NCT03953625,The PI decided.,FALSE,NA
NCT04019067,few patients met all the inclusion criteria,FALSE,NA
NCT04130282,Delays caused by Covid-19,TRUE,FALSE
NCT04348890,Programmatic decision,FALSE,NA
NCT04365582,The PI decided.,FALSE,NA
NCT04480879,Need for evaluation of emerging pre-clinical toxicology findings,FALSE,NA
NCT04569214,NA,FALSE,NA
NCT01803334,Not enough participants could be enrolled and so the PI decided to close the study. No participants completed the study,FALSE,NA
NCT02476955,NA,FALSE,NA
NCT02808806,technical difficulties,FALSE,NA
NCT03277612,Study halted prematurely and will not resume; participants are no longer being examined,FALSE,NA
NCT03699904,In light of the evolving Covid19 pandemic ongoing study recruitment was felt to pose an unacceptable risk to patient safety.,TRUE,FALSE
NCT03838835,COVID-19,TRUE,FALSE
NCT03981250,Covid-19,TRUE,FALSE
NCT04085393,sponsor withdrew study,FALSE,NA
NCT04118374,research-related activities have been impacted by the COVID-19 outbreak (participant recruitment/enrollment/on-site subject visits),TRUE,FALSE
NCT04379492,Emerging evidence does not support the use of HCQ for treatment or prevention of SARS -CoV2 infection. No pts have been enrolled.,FALSE,NA
NCT01052896,Unable to recruit subjects - unworkable,FALSE,NA
NCT02353780,Low enrollment,FALSE,NA
NCT03189030,Study terminated due to business realignment,FALSE,NA
NCT03333694,The study fully enrolled and completed after last patient completed the study,FALSE,NA
NCT03428763,Technical problems with POC,FALSE,NA
NCT04230291,Principal investigator is not longer at this institution,FALSE,NA
NCT04571814,COVID-19,TRUE,FALSE
NCT00969956,Local regulations,FALSE,NA
NCT00991315,Specimens are now collected through the BRS protocol.,FALSE,NA
NCT02253992,NA,FALSE,NA
NCT03219866,Lower enrollment than Sponsor expected - Sponsor stopped study,FALSE,NA
NCT03285308,The Relamorelin program is being terminated solely based on a business decision.,FALSE,NA
NCT03369184,Slow recruitment,FALSE,NA
NCT03421678,Study was completed at other sites,FALSE,NA
NCT03426345,The Relamorelin program is being terminated solely based on a business decision,FALSE,NA
NCT03718455,Limited operating room availability,FALSE,NA
NCT03741803,Study paused due to COVID-19,TRUE,TRUE
NCT03801889,Protocol suspended prior to patient enrollment,FALSE,NA
NCT03984604,COVID-19,TRUE,FALSE
NCT04048746,The PI decided to stop.,FALSE,NA
NCT04171648,Covid-19 Pandemic halted my study due to exposure risks.,TRUE,FALSE
NCT04201743,Resources limited secondary to COVID-19 pandemic.,TRUE,FALSE
NCT04379375,Slow enrollment rate,FALSE,NA
NCT04574427,Tracer not available.,FALSE,NA
NCT00017069,NA,FALSE,NA
NCT00020969,NA,FALSE,NA
NCT00054184,NA,FALSE,NA
NCT00054197,NA,FALSE,NA
NCT00054210,NA,FALSE,NA
NCT00551733,NA,FALSE,NA
NCT00576225,NA,FALSE,NA
NCT00751101,Low Accrual,FALSE,NA
NCT01636999,NA,FALSE,NA
NCT02095210,slow recruitment,FALSE,NA
NCT02137265,No funding obtained,FALSE,NA
NCT02557945,This study is temporarily suspended due to COVID-19,TRUE,TRUE
NCT02758288,NA,FALSE,NA
NCT02933073,Study recruitment is temporary on hold by the sponsor due to patient recruitment challenges and the ongoing review of the investigational adjuvant.,FALSE,NA
NCT02975986,NA,FALSE,NA
NCT03234465,"No efficacy could be demonstrated, sponsor decided to prematurely end the study.",FALSE,NA
NCT03286075,The department in charge of this research is no longer able to follow this project. Only two inclusions this study is close,FALSE,NA
NCT03656835,Internal review to increase accruals,FALSE,NA
NCT03744663,Study team not ready to start enrolling and unsure of when this may happen.,FALSE,NA
NCT03745352,Other - Pending amendment to change study design,FALSE,NA
NCT03806023,Funding expired due to grant for new project (NCT03851302),FALSE,NA
NCT04113291,Insufficient funding,FALSE,NA
NCT04206865,New study initiated,FALSE,NA
NCT04401631,Sponsor financial has been stopped,FALSE,NA
NCT04442932,Sponsor financial has been stopped.,FALSE,NA
NCT04575558,Withdrawn due to lack of study centers interested in participating.,FALSE,NA
NCT00017433,NA,FALSE,NA
NCT01849081,"Change in priorities, study closed prior to enrollment",FALSE,NA
NCT02433067,NA,FALSE,NA
NCT02463669,COVID pandemic,TRUE,FALSE
NCT02822963,No funding,FALSE,NA
NCT03004001,Difficult recruitment,FALSE,NA
NCT03107325,No subjects who met the study criteria agreed to participate in two years prior to the COVID-19 crisis.,TRUE,FALSE
NCT03265951,Lack of response,FALSE,NA
NCT04057014,No funding available for the activity,FALSE,NA
NCT04293900,Study never started due to COVID pandemic and lack of study funding.,TRUE,FALSE
NCT04325893,decrease in number of eligible patients,FALSE,NA
NCT04349449,Business Decision (no enrollment),FALSE,NA
NCT04561817,Evolving data with Ipatasertib that changes the known risk / benefit background in pursuing future studies.,FALSE,NA
NCT00001978,All analysis with identifiable specimens/data is complete or site has no identifiers linked to the specimens/data,FALSE,NA
NCT00896610,All analysis with identifiable specimens/data is complete or site has no identifiers linked to the specimens/data,FALSE,NA
NCT01907594,Ran out of funding,FALSE,NA
NCT02232477,Termination of study by investigator related to COVID pandemic.,TRUE,FALSE
NCT02431663,Futility,FALSE,NA
NCT02558205,unable to rectuir,FALSE,NA
NCT03452267,Lack of funding,FALSE,NA
NCT03758352,Large sample size,FALSE,NA
NCT04000191,Study was neer started and PI left the institution.,FALSE,NA
NCT04015219,enrollment constraints,FALSE,NA
NCT04081584,COVID-19,TRUE,FALSE
NCT04081623,COVID-19,TRUE,FALSE
NCT04254172,"This low-interventional study (involving no study drug) has been terminated early due to the COVID-19 pandemic, and not for any safety or efficacy reasons.",TRUE,FALSE
NCT04265690,The study never launched due to several COVID-19 related barriers.,TRUE,FALSE
NCT04342156,The number of patients with COVID-19 in Singapore was coming down for the community and the concerns about the potential side effects particularly when the baseline ECG and serum electrolytes was not proposed.,FALSE,NA
NCT04386668,Interim analysis indicated adaptations to intervention may be required.,FALSE,NA
NCT04447729,Withdrawn due to logistic reasons,FALSE,NA
NCT00152308,Slow enrolement,FALSE,NA
NCT01289340,NA,FALSE,NA
NCT01742273,Termination stopped due to low recruitment rates,FALSE,NA
NCT01974726,End of funding,FALSE,NA
NCT02204202,PI left institution,FALSE,NA
NCT02402803,No recruitment,FALSE,NA
NCT03012737,Difficulty in finding suitable patients.,FALSE,NA
NCT03025425,Difficulty in finding suitable patients,FALSE,NA
NCT03027401,closed by PI and FDA,FALSE,NA
NCT03161470,Physicians/audiologists preferred to manage patients with BPPV immediately rather than enrolling in study except for difficult to treat cases.,FALSE,NA
NCT03383146,The Relamorelin program is being terminated solely based on a business decision.,FALSE,NA
NCT03420781,The Relamorelin program is being terminated solely based on a business decision.,FALSE,NA
